classification	reason	file	line	column	value	context	decision	replacement
value_high	Entity predicate (CommitmentDiscountUnit)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	20	253	One-Time	"* CommitmentDiscountQuantity MUST be the quantity of CommitmentDiscountUnit, paid fully or partially upfront, that is eligible for consumption over the *commitment discount's* *term* when [ChargeFrequency](#datamodel.costandusage.chargefrequency) is ""One-Time""."	classified_high	`One-Time`
value_high	Entity predicate (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	21	196	Recurring	"* CommitmentDiscountQuantity MUST be the quantity of CommitmentDiscountUnit that is eligible for consumption for each *charge period* that corresponds with the purchase when ChargeFrequency is ""Recurring""."	classified_high	`Recurring`
value_high	Entity predicate (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	22	69	Usage	"* When CommitmentDiscountQuantity is not null and ChargeCategory is ""Usage"", CommitmentDiscountQuantity MUST adhere to the following requirements:"	classified_high	`Usage`
value_high	Entity predicate (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	23	216	Used	"* CommitmentDiscountQuantity MUST be the metered quantity of CommitmentDiscountUnit that is consumed in a given *charge period* when [CommitmentDiscountStatus](#datamodel.costandusage.commitmentdiscountstatus) is ""Used""."	classified_high	`Used`
value_high	Entity predicate (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	24	157	Unused	"* CommitmentDiscountQuantity MUST be the remaining, unused quantity of CommitmentDiscountUnit in a given *charge period* when CommitmentDiscountStatus is ""Unused""."	classified_high	`Unused`
value_review	Owning entity file (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	28	489	Usage	"**Aggregation:** When aggregating Commitment Discount Quantity for commitment utilization calculations, it's important to exclude [*commitment discount*](#glossary:commitment-discount) purchases (i.e., when Charge Category is ""Purchase"") that are paid to cover future eligible [*charges*](#glossary:charge) (e.g., *commitment discount*). Otherwise, when accounting for all upfront or accrued purchases, it's important to exclude *commitment discount* usage (i.e., when Charge Category is ""Usage""). This exclusion helps prevent double counting of these quantities in the aggregation."	owning_entity_review	`Usage`
value_high	Normative entity context (ServiceCategory)	specification/datasets/cost_and_usage/columns/servicename.md	16	61	Other	"* ServiceName MUST be associated with the ServiceCategory ""Other"" when no suitable ServiceCategory is available."	classified_high	`Other`
value_high	Normative entity context (ServiceSubcategory)	specification/datasets/cost_and_usage/columns/servicename.md	19	66	Other	"* ServiceName SHOULD be associated with the ServiceSubcategory ""Other"" when no suitable ServiceSubcategory is available."	classified_high	`Other`
value_high	Entity predicate (PricingCurrencyContractedUnitPrice)	specification/datasets/cost_and_usage/columns/pricingcurrencycontractedunitprice.md	13	118	Tax	"* PricingCurrencyContractedUnitPrice MUST be null when [ChargeCategory](#datamodel.costandusage.chargecategory) is ""Tax""."	classified_high	`Tax`
value_high	Entity predicate (PricingCurrencyContractedUnitPrice)	specification/datasets/cost_and_usage/columns/pricingcurrencycontractedunitprice.md	15	80	Usage	"* PricingCurrencyContractedUnitPrice MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datamodel.costandusage.chargeclass) is not ""Correction""."	classified_high	`Usage`
value_high	Normative entity context (PricingCurrencyContractedUnitPrice)	specification/datasets/cost_and_usage/columns/pricingcurrencycontractedunitprice.md	15	91	Purchase	"* PricingCurrencyContractedUnitPrice MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datamodel.costandusage.chargeclass) is not ""Correction""."	classified_high	`Purchase`
value_high	Entity predicate (PricingCurrencyContractedUnitPrice)	specification/datasets/cost_and_usage/columns/pricingcurrencycontractedunitprice.md	15	164	Correction	"* PricingCurrencyContractedUnitPrice MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datamodel.costandusage.chargeclass) is not ""Correction""."	classified_high	`Correction`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	48	134	SSD	"| DiskType                 | Kind of disk used                                                        | String           | Examples: ""SSD"", ""HDD"", ""NVMe""                        |"	classified_high	`SSD`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	48	141	HDD	"| DiskType                 | Kind of disk used                                                        | String           | Examples: ""SSD"", ""HDD"", ""NVMe""                        |"	classified_high	`HDD`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	48	148	NVMe	"| DiskType                 | Kind of disk used                                                        | String           | Examples: ""SSD"", ""HDD"", ""NVMe""                        |"	classified_high	`NVMe`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	50	134	m5d.2xlarge	"| InstanceType             | Common name of the instance including size, shape, series, etc.          | String           | Examples: ""m5d.2xlarge"", ""NC24rs_v3"", ""P50""           |"	classified_high	`m5d.2xlarge`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	50	149	NC24rs_v3	"| InstanceType             | Common name of the instance including size, shape, series, etc.          | String           | Examples: ""m5d.2xlarge"", ""NC24rs_v3"", ""P50""           |"	classified_high	`NC24rs_v3`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	50	162	P50	"| InstanceType             | Common name of the instance including size, shape, series, etc.          | String           | Examples: ""m5d.2xlarge"", ""NC24rs_v3"", ""P50""           |"	classified_high	`P50`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	51	134	M5	"| InstanceSeries           | Common name for the series and/or generation of the instance             | String           | Examples: ""M5"", ""Dadv5"", ""N2D""                        |"	classified_high	`M5`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	51	140	Dadv5	"| InstanceSeries           | Common name for the series and/or generation of the instance             | String           | Examples: ""M5"", ""Dadv5"", ""N2D""                        |"	classified_high	`Dadv5`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	51	149	N2D	"| InstanceSeries           | Common name for the series and/or generation of the instance             | String           | Examples: ""M5"", ""Dadv5"", ""N2D""                        |"	classified_high	`N2D`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	53	134	Solora AI	"| ModelDeveloper           | Name of the entity that created the model                                | String           | Examples: ""Solora AI"", ""ModelMesh""                    |"	classified_high	`Solora AI`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	53	147	ModelMesh	"| ModelDeveloper           | Name of the entity that created the model                                | String           | Examples: ""Solora AI"", ""ModelMesh""                    |"	classified_high	`ModelMesh`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	54	134	Solora Reasoning	"| ModelFamily              | Grouping of related models as defined by the model developer             | String           | Examples: ""Solora Reasoning"", ""ModelMesh General""     |"	classified_high	`Solora Reasoning`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	54	154	ModelMesh General	"| ModelFamily              | Grouping of related models as defined by the model developer             | String           | Examples: ""Solora Reasoning"", ""ModelMesh General""     |"	classified_high	`ModelMesh General`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	55	216	solora-reasoning-pro	"| ModelId                  | Identifier for the model as it appears in billing, which may be namespaced by the service provider and is not guaranteed to match across service providers | String           | Examples: ""solora-reasoning-pro"", ""modelmesh-general-7b"" |"	classified_high	`solora-reasoning-pro`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	55	240	modelmesh-general-7b	"| ModelId                  | Identifier for the model as it appears in billing, which may be namespaced by the service provider and is not guaranteed to match across service providers | String           | Examples: ""solora-reasoning-pro"", ""modelmesh-general-7b"" |"	classified_high	`modelmesh-general-7b`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	56	145	3.0	"| ModelVersion             | Version of the model within a given model family, as defined by the model developer | String           | Examples: ""3.0"", ""2.5""                                |"	classified_high	`3.0`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	56	152	2.5	"| ModelVersion             | Version of the model within a given model family, as defined by the model developer | String           | Examples: ""3.0"", ""2.5""                                |"	classified_high	`2.5`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	59	134	Linux	"| OperatingSystem          | Operating system family<sup>3</sup>                                      | String           | Examples: ""Linux"", ""MacOS"", ""Windows""                 |"	classified_high	`Linux`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	59	143	MacOS	"| OperatingSystem          | Operating system family<sup>3</sup>                                      | String           | Examples: ""Linux"", ""MacOS"", ""Windows""                 |"	classified_high	`MacOS`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	59	152	Windows	"| OperatingSystem          | Operating system family<sup>3</sup>                                      | String           | Examples: ""Linux"", ""MacOS"", ""Windows""                 |"	classified_high	`Windows`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	60	134	Local	"| Redundancy               | Level of redundancy offered by the SKU                                   | String           | Examples: ""Local"", ""Zonal"", ""Global""                  |"	classified_high	`Local`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	60	143	Zonal	"| Redundancy               | Level of redundancy offered by the SKU                                   | String           | Examples: ""Local"", ""Zonal"", ""Global""                  |"	classified_high	`Zonal`
value_high	String example table	specification/datasets/cost_and_usage/columns/skupricedetails.md	60	152	Global	"| Redundancy               | Level of redundancy offered by the SKU                                   | String           | Examples: ""Local"", ""Zonal"", ""Global""                  |"	classified_high	`Global`
